item_id,title,price_value,price_currency,shipping_cost,condition,buying_options,item_web_url,image_url,result_type
v1|236783236351|0,Technics SL-1200MK3D Direct Drive DJ Turntable Black Quartz w/ Dust Cover Used,574.98,USD,99.98,Used,FIXED_PRICE,https://www.ebay.com/itm/236783236351?_skw=Technics+SL-1200&hash=item37216174ff:g:kRkAAeSwK4lp7-vH&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZ21u9L5Vf10uXsKW20ADzKjm8gI2ix8Y3II8QmDSfx8lq7%2BF6BQ%2B3i8NG%2FsiVuqBkgr3Yfr3Mf6J2Ir3fl2Y5Hm4n3ikdHH6qcMYW5Ry1QwuUMGWsGfYsZxGB3NReCNBupqV5EfsCASoBIyivkRMMSp255dM2%2B%2BPZhNUswBqkntmYUEON8KVSIJoaaKbStUs225DI%2Fa9b2lXPahA1%2FWzkPGLZTKo4galbGadVbjtiZ81DOPp5U1q6l09JYNX44mk8SOg4X3QWvAi0t4NBPtq5lDHNv2fvP6ry7DPikevJCLA%3D%3D,https://i.ebayimg.com/images/g/kRkAAeSwK4lp7-vH/s-l225.jpg,EXACT_FULL_UNIT
v1|315832556165|0,Technics SL-1200MK3 Black Direct Drive DJ Turntable Japan Authentic Tested,557.0,USD,0.0,Used,FIXED_PRICE,https://www.ebay.com/itm/315832556165?_skw=Technics+SL-1200&hash=item4989165a85:g:C~AAAeSw3Wlp5Zw3&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZcpBL16rMr4vhtufDJz7HdaTtDbyrUGYx3lESjcCo%2B2T2IWkDS55HoJibtAjTP7nYrkIIL8eRvrEuDc%2FXBH7IwRTR5di6oLdSt%2FY6mvLzH6zSgOAYdML0deG8FfttnhiGczw9eQFU6X7jgl8HF%2F%2BgJp5yk7sOgObXeWZCrr8lh2WKzczzoedIwIbipopOD215G6CMkc8mwT%2BOFkJuGgJ%2FGerQJda4nUefmIPPpNecdtqwMVrJKlUcDpWxf3Ov7vVlW0iAz7ZvYq95kpeHq1PJMTdvTds29prhwrkLDm2AW5g%3D%3D,https://i.ebayimg.com/images/g/C~AAAeSw3Wlp5Zw3/s-l225.jpg,EXACT_FULL_UNIT
v1|358480847529|0,Technics SL1200Mk2 Turntable - Refurbished and Fully Functional,759.99,USD,0.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/358480847529?_skw=Technics+SL-1200&hash=item53771fa2a9:g:HugAAeSw2Cpp6ulk,https://i.ebayimg.com/images/g/HugAAeSw2Cpp6ulk/s-l225.jpg,EXACT_FULL_UNIT
v1|306361155139|0,Technics SL-1200 MK7 Black Direct-Drive Vinyl Turntable PROAUDIOSTAR,1299.99,USD,0.0,New,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/306361155139?_skw=Technics+SL-1200&hash=item47548c3e43:g:PxUAAeSwh4NoVW-6,https://i.ebayimg.com/images/g/PxUAAeSwh4NoVW-6/s-l225.jpg,EXACT_FULL_UNIT
v1|176292584835|0,Technics SL-1200MK3D DJ Turntable with dust cover fast ship Video available,355.94,USD,120.0,Used,FIXED_PRICE,https://www.ebay.com/itm/176292584835?_skw=Technics+SL-1200&hash=item290bdb5d83:g:EVAAAeSwKsNpcwIK,https://i.ebayimg.com/images/g/EVAAAeSwKsNpcwIK/s-l225.jpg,EXACT_FULL_UNIT
v1|188216133637|0,Technics SL-1200MK2 DJ Turntable - Silver Tested Working No Lid,600.0,USD,0.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/188216133637?_skw=Technics+SL-1200&hash=item2bd28e4805:g:mysAAeSw-g1pxqHU,https://i.ebayimg.com/images/g/mysAAeSw-g1pxqHU/s-l225.jpg,EXACT_FULL_UNIT
v1|397885774240|0,Technics SL-1200MK2 Quartz Direct Drive DJ Turntable Silver (Pre-Owned) A,999.99,USD,0.0,Used,FIXED_PRICE,https://www.ebay.com/itm/397885774240?_skw=Technics+SL-1200&hash=item5ca3d719a0:g:jx8AAeSwILhp7mGM,https://i.ebayimg.com/images/g/jx8AAeSwILhp7mGM/s-l225.jpg,EXACT_FULL_UNIT
v1|376129626432|0,"Technics SL-1200 MK7 Professional Direct Drive DJ Turntable, Black",1299.95,USD,0.0,New,FIXED_PRICE,https://www.ebay.com/itm/376129626432?_skw=Technics+SL-1200&hash=item579312a140:g:G3gAAOSwCcpn7w1S,https://i.ebayimg.com/images/g/G3gAAOSwCcpn7w1S/s-l225.jpg,EXACT_FULL_UNIT
v1|236792147950|0,Technics SL-1200MK3D Direct Drive DJ Turntable Black w/ Dust Cover Slip Mat,624.98,USD,109.98,Used,FIXED_PRICE,https://www.ebay.com/itm/236792147950?_skw=Technics+SL-1200&hash=item3721e96fee:g:qf4AAeSwFCdp9T8B,https://i.ebayimg.com/images/g/qf4AAeSwFCdp9T8B/s-l225.jpg,EXACT_FULL_UNIT
v1|406486565693|0,Technics SL-1200 MK7 Black Direct-Drive Vinyl Turntable PROAUDIOSTAR,1199.99,USD,0.0,Open box,FIXED_PRICE,https://www.ebay.com/itm/406486565693?_skw=Technics+SL-1200&hash=item5ea47cc33d:g:H3QAAeSwyGRodpOS,https://i.ebayimg.com/images/g/H3QAAeSwyGRodpOS/s-l225.jpg,EXACT_FULL_UNIT
v1|366380573537|0,"Technics SL-1200MK2 Direct Drive DJ Turntable, Pitch Control, Stereo RCA Outputs",600.99,USD,,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/366380573537?_skw=Technics+SL-1200&hash=item554dfbe361:g:oqsAAeSw0rNp9RdE&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGascKVd97%2B7MhQwZN1%2FPT9dz0x8EpYBkpdD10vIgKACBoKeoPCRiJ0%2BNd%2FA%2B6na6HoXR8O6fVPuXsqPb2qJjJk%2FWunEaCCxqzLUAu1861KmsT9wwRXRzAcYduoXYBUt1RPSV1vFPKA1iBFv0yKBo97fkdhgnImD16KOLLVFCrbi17tn1N6xOp7Eq%2BNB%2FghrCEuhwRILb0VtjCGVMyPQ9qIWcqDmiP5t6x0henRVr6I%2BrxUb9McXqvkfM3%2BH9g%2BPzgO5cV513WHRTr1rFHlOgFBpcxQnHdLPpZpigPIb%2FaptSA%3D%3D,https://i.ebayimg.com/images/g/oqsAAeSw0rNp9RdE/s-l225.jpg,EXACT_FULL_UNIT
v1|197368737556|0,Technics SL-1200MK3 Direct Drive DJ Turntable System Black Tested/working,739.31,USD,78.0,Used,FIXED_PRICE,https://www.ebay.com/itm/197368737556?_skw=Technics+SL-1200&hash=item2df417ef14:g:V-sAAOSwWg1nk6ze&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbgodcBkn6jOPMpgFsVILCKNnD7ND1bl61YCsLiuz7c4Rox8MP7Vkd7pspcsJxnsCS0uDVuZjHw%2BdCJj8Vb5roCQ6B2ArrBzlkurfAJBzF7sHRYV9DkUj7F8LhIL4CCRTUORT07sTDy8YaXjeN8HgZzjxeXLEKN3ujiar%2FKhkcz9gmi8n83GLDCWdbVK4jbA%2B3U9vnfbsaR0vTs0KpgfU9pqwYP5wVU39BTmf6n0DPzNSdMpK8OZVKHon58kAPSreLG6Y5%2B9CLAGfjlbFGI1cmqWpXZzsf90V%2F2zVcFsFkjGQ%3D%3D,https://i.ebayimg.com/images/g/V-sAAOSwWg1nk6ze/s-l225.jpg,EXACT_FULL_UNIT
v1|396043439982|0,Technics SL-1200MK7-S Direct Drive Turntable System Silver FastShipping New,1055.99,USD,180.0,New,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/396043439982?_skw=Technics+SL-1200&hash=item5c36074f6e:g:XFEAAOSwyp5nhxTo,https://i.ebayimg.com/images/g/XFEAAOSwyp5nhxTo/s-l225.jpg,EXACT_FULL_UNIT
v1|168258403327|0,Technics SL-1200M7B SE Lamborghini Direct Drive Turntable Sys Yellow Refurbished,1126.39,USD,0.0,Excellent - Refurbished,FIXED_PRICE,https://www.ebay.com/itm/168258403327?_skw=Technics+SL-1200&hash=item272cfb7bff:g:a8UAAeSwn8tp9ZZC,https://i.ebayimg.com/images/g/a8UAAeSwn8tp9ZZC/s-l225.jpg,EXACT_FULL_UNIT
v1|157868832742|0,Technics SL-1200MK2-A Silver Direct Drive DJ Turntable in Good Condition+,750.0,USD,150.0,Used,FIXED_PRICE,https://www.ebay.com/itm/157868832742?_skw=Technics+SL-1200&hash=item24c1b737e6:g:9x0AAeSwpZhp6eVu,https://i.ebayimg.com/images/g/9x0AAeSwpZhp6eVu/s-l225.jpg,EXACT_FULL_UNIT
v1|406894345425|0,Technics SL-1200MK3D Direct Drive DJ Turntable Black Quartz w/ Dust Cover Used,674.95,USD,0.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/406894345425?_skw=Technics+SL-1200&hash=item5ebccafcd1:g:kRkAAeSwK4lp7-vH,https://i.ebayimg.com/images/g/kRkAAeSwK4lp7-vH/s-l225.jpg,EXACT_FULL_UNIT
v1|389955651649|0,Technics SL-1200M3D Direct Drive DJ Turntable Silver Pitch Control Odyssey Case,650.0,USD,,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/389955651649?_skw=Technics+SL-1200&hash=item5acb2b0841:g:Qv8AAeSwH-dp8uuP,https://i.ebayimg.com/images/g/Qv8AAeSwH-dp8uuP/s-l225.jpg,EXACT_FULL_UNIT
v1|397885773420|0,Technics SL-1200MK2 Quartz Direct Drive DJ Turntable Silver (Pre-Owned) B,999.99,USD,0.0,Used,FIXED_PRICE,https://www.ebay.com/itm/397885773420?_skw=Technics+SL-1200&hash=item5ca3d7166c:g:pQwAAeSwp31p7nVF,https://i.ebayimg.com/images/g/pQwAAeSwp31p7nVF/s-l225.jpg,EXACT_FULL_UNIT
v1|167729131138|0,Technics SL-1200 MK7L 50th Anniversary Turntable in White Limited Edition Used,1800.0,USD,0.0,Used,FIXED_PRICE,https://www.ebay.com/itm/167729131138?_skw=Technics+SL-1200&hash=item270d6f6e82:g:HfEAAeSwrTdopSd5,https://i.ebayimg.com/images/g/HfEAAeSwrTdopSd5/s-l225.jpg,EXACT_FULL_UNIT
v1|175898317984|0,Technics SL-1200G-S Silver Grand Class Direct Turntable SL1200GS Tested 1200 G,2850.49,USD,0.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/175898317984?_skw=Technics+SL-1200&hash=item28f45b54a0:g:A-gAAOSwd~JlK19F,https://i.ebayimg.com/images/g/A-gAAOSwd~JlK19F/s-l225.jpg,EXACT_FULL_UNIT
v1|206032839013|0,Technics SL-1200MK2 Black Direct Drive DJ Turntable ,950.0,USD,,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/206032839013?_skw=Technics+SL-1200&hash=item2ff883a165:g:fNMAAeSw2Btpeh4W,https://i.ebayimg.com/images/g/fNMAAeSw2Btpeh4W/s-l225.jpg,EXACT_FULL_UNIT
v1|377119337598|0,Technics SL-1200MK3 Black Direct Drive DJ Turntable,550.0,USD,150.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/377119337598?_skw=Technics+SL-1200&hash=item57ce106c7e:g:pxkAAeSwJZxplqK7&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZaMttINtXItTZhTm8xCJpGfy3l2AVi8Vtu25HAmA5pU7M26o1nUoAS7Pw5rWruoOKhFkH6MIjYmZuHOqkg9gwp1l87%2BSAKPm1IayS9nNqfOEK0agurW9nD0jwkjIvEZEJQp4vmxb5Nz8jG75fY8DPsKh%2FF0%2BHx5KMKuqdyMLBXsFSyAGvwC1UvgoW2sH6uxWgDpSiKgyMZwrsy00IIK93dAZPp0kGuRTRXj7i8WjSROwahaF9EQftxMydfJBmnikxA3d7Mo%2F9ivHSlCyIOdLI%2F5J5pliI5a0nPCTgmh1Jn7A%3D%3D,https://i.ebayimg.com/images/g/pxkAAeSwJZxplqK7/s-l225.jpg,EXACT_FULL_UNIT
v1|383086690241|0,Technics SL-1200MK5 turntable silver+SC35C W/cartridge DJ Excellent Player,641.0,USD,108.0,Used,FIXED_PRICE,https://www.ebay.com/itm/383086690241?_skw=Technics+SL-1200&hash=item5931beffc1:g:I9sAAOSwq19dRft6&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGa%2FfLzC0aso34K5TOgVw7UWvFbgIAsTie0UBGQ%2FiDn1XDShFddpbo7M9jeVEoXOH4C%2F1UDQKJeXgswmwSk8USLIt1d1olUZG1M5ZGU4eDUBjrZJ4m8AVOvU1cijkM4E1QWjJt%2BTkpu%2FF1VCL8LuqqKwO8cJuHD212RGPIt6TOUS16wO1Mz9Jw20tumDwyVBL%2BmIRLZmrBrhS7c2GP9SBl%2FgyyH%2FSUvciDe2nqRNJN55ejaIX9%2FIq9lHbqLznMj8eJrgDcEhJZjUpW7H3R5q%2B%2FGp1wK9Bn6gN%2FHGj0uv7%2BWsDA%3D%3D,https://i.ebayimg.com/images/g/I9sAAOSwq19dRft6/s-l225.jpg,EXACT_FULL_UNIT
v1|316137045273|0,Technics SL-1200MK3 Black Direct Drive DJ Turntable in Very Good Condition.,532.11,USD,0.0,Used,FIXED_PRICE,https://www.ebay.com/itm/316137045273?_skw=Technics+SL-1200&hash=item499b3c7d19:g:TbQAAeSw3bppz2ts&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZnVky50vPe4gWaHokSofURUCo6KfnI5DwgHhgPn3Mbt%2BxEf5gpxrlkYOZOqoj1iwzCsC2bK6qHegCrT2SzDPmSQdiw9622qyaCH5BUTvgORG3av6T5TlXBEpVkDh9BZbSSxy6xyrckmvRX4q9XLYlfCWM9KORT3DDgRqke%2FLujTqbBa6hxRhm0rg2M3AvQXTP28BHS3gC2%2FWdVRRnC0nC07d%2BBQQPJ67PAtflg67V1Bm7yKyOT8WLJzpIIzOSpUCIcTexIhP7Xbgh5HcdJBedI2xgSG9cxKETojZF0amRc4w%3D%3D,https://i.ebayimg.com/images/g/TbQAAeSw3bppz2ts/s-l225.jpg,EXACT_FULL_UNIT
v1|177950518947|0,Technics SL-1200MK5 Direct Drive Turntable Fully Working Analog Vinyl,660.0,USD,80.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/177950518947?_skw=Technics+SL-1200&hash=item296ead6ea3:g:c7cAAeSwJSpp4dx7&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZw3oiiTJ1JK540CfpCSJp7%2BUrrQUcQgEYkmnl%2B9MKR5ITXMYYWGHL62A2I2fNp6XJuAs%2B4x%2BGOdWNzaQmrhLQGAMV64b2k8lSrPItxxdGPpdkOxS36JoaYBm96A5XmXOZBMeN0hNdWA0fKUjVyPPUvS%2BsDeYZnJgfIwh5J%2BiTjUDPeGitjFgvIPTThiNu5kgHyl8W4PUp2D7fJcqtQ2L5B2%2FUGsfOVNwCvlAFVAgyqpJVae3AiQC3JQhBiAREfacAGRsWwXm5Ktp95Q%2F6KnwywxNq6QK8XR4%2BBud%2B6wA%2Bdew%3D%3D,https://i.ebayimg.com/images/g/c7cAAeSwJSpp4dx7/s-l225.jpg,EXACT_FULL_UNIT
v1|366376144369|0,Technics SL-1200 Direct Drive Turntable Pickering XV-15 Cartridge Vinyl Player,423.8,USD,69.98,Used,FIXED_PRICE,https://www.ebay.com/itm/366376144369?_skw=Technics+SL-1200&hash=item554db84df1:g:1LkAAeSwCbZp8X6Y,https://i.ebayimg.com/images/g/1LkAAeSwCbZp8X6Y/s-l225.jpg,EXACT_FULL_UNIT
v1|236296087576|0,2004 TECHNICS SL-1200GLD Limited Gold Edition Direct Drive Turntable  1465/3000,5844.49,USD,0.0,Open box,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/236296087576?_skw=Technics+SL-1200&hash=item3704582818:g:1DoAAeSwJL1osaCI,https://i.ebayimg.com/images/g/1DoAAeSwJL1osaCI/s-l225.jpg,EXACT_FULL_UNIT
v1|298220179353|0,Technics SL-1200 First Generation Direct Drive Turntable Working,540.0,USD,77.0,Used,FIXED_PRICE,https://www.ebay.com/itm/298220179353?_skw=Technics+SL-1200&hash=item456f4ecf99:g:IXUAAeSwDPJp3ENP,https://i.ebayimg.com/images/g/IXUAAeSwDPJp3ENP/s-l225.jpg,EXACT_FULL_UNIT
v1|177872447116|0,Technics SL-1210GME-K Direct Drive Turntable Master Edition 1200/1210 G ME Black,4745.98,USD,0.0,New,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/177872447116?_skw=Technics+SL-1200&hash=item296a06268c:g:5QMAAeSwSxxpqlH4,https://i.ebayimg.com/images/g/5QMAAeSwSxxpqlH4/s-l225.jpg,EXACT_FULL_UNIT
v1|144913935626|0,Technics SL-1200MK7-K Direct Drive Turntable System BLack NEW,1156.14,USD,200.0,New,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/144913935626?_skw=Technics+SL-1200&hash=item21bd8b2d0a:g:J8sAAOSwYQ1jzzdS,https://i.ebayimg.com/images/g/J8sAAOSwYQ1jzzdS/s-l225.jpg,EXACT_FULL_UNIT
