item_id,title,price_value,price_currency,shipping_cost,condition,buying_options,item_web_url,image_url,result_type
v1|389911255764|0,MARANTZ 2270 VINTAGE AM/FM STEREO RECEIVER ,1850.0,USD,100.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/389911255764?_skw=Marantz+2270&hash=item5ac8859ad4:g:fd4AAeSwS-xp5RmI,https://i.ebayimg.com/images/g/fd4AAeSwS-xp5RmI/s-l225.jpg,EXACT_FULL_UNIT
v1|389753405276|0,VINTAGE MARANTZ SERIAL NO. 41263 MODEL 2270 AM/FM STEREOPHONIC RECEIVER,2250.0,USD,,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/389753405276?_skw=Marantz+2270&hash=item5abf1cff5c:g:cFAAAeSwXLtpm3lr&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGY2Z702anlrxNUhxP21ihmx%2FfFVwopdQfhv8kMzY5VrxF8h%2BEVAYknmSYCVixpTtkY1MwtlGpb0bSpA9%2BxRz9V6ITo2RvhrTajV0ZljtGADVI0POuHYDOd%2F78hAJXO81yVdv6SJioTUpJ%2BmRYZM%2B9SmibUXi4KvBoLH22lVFeJLJrzRyxaDL%2FMZx2%2Ftej5Vbtfp6UPf7gK%2BWnXW0DpUTA50iWUL5Ej0jhJsqKr2LI0JFH3fS8IpfrzcWorlB34l8mMYf6vjT29%2Bn2%2FGBycG%2FVL3RMaUpZMVfPLu%2FMucEIKrdg%3D%3D,https://i.ebayimg.com/images/g/cFAAAeSwXLtpm3lr/s-l225.jpg,EXACT_FULL_UNIT
v1|306912799810|0,VINTAGE MARANTZ SERIAL#5623  MODEL 2270  Monster  RECEIVER Tested Video Must See,2125.0,USD,0.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/306912799810?_skw=Marantz+2270&hash=item47756dac42:g:OLcAAeSwFd5p3r7o,https://i.ebayimg.com/images/g/OLcAAeSwFd5p3r7o/s-l225.jpg,EXACT_FULL_UNIT
v1|176897633290|0,Marantz 2270 Vintage AM/FM Receiver 2 Channels 70 Watts P. Channel w Woodcase,2961.11,USD,0.0,Used,FIXED_PRICE,https://www.ebay.com/itm/176897633290?_skw=Marantz+2270&hash=item292febac0a:g:nv0AAOSwKfZnyPMF,https://i.ebayimg.com/images/g/nv0AAOSwKfZnyPMF/s-l225.jpg,EXACT_FULL_UNIT
v1|336149613258|0,Marantz 2270 AM-FM Stereo Stereophonic Receiver.,3000.0,USD,120.0,Used,"FIXED_PRICE, BEST_OFFER",https://www.ebay.com/itm/336149613258?_skw=Marantz+2270&hash=item4e44140aca:g:hBIAAeSwckJosKGz,https://i.ebayimg.com/images/g/hBIAAeSwckJosKGz/s-l225.jpg,EXACT_FULL_UNIT
