model,brand,category,title,sold_price,sold_date,condition,url,comp_classification,reason
Harman Kardon HK-385I,Harman Kardon,receiver,Harman Kardon HK385i Ultrawideband Linear Phase Stereo Receiver working!,74.99,2026-03-21T00:00:00.000Z,,https://www.ebay.com/itm/146841360385?_skw=Harman+Kardon+HK385i&itmmeta=01KQV2KZ036M7Q8G193TZWR0CB&hash=item22306d5801:g:u4cAAeSw7QRozMjE&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDR0OyDppEPmNqiEneWR8Pm7OgU9sTWiRbNepH%2F%2BoktYC%2B2aklDJqYZDPD5qpzU1QFyr7ZXCQyR3K61lrFNp8Eek9oz%2FyXfc8PfdmxOIRhgPPFixKfzwyKl8QlMqpGjM%2BDnNVDlRl2N7dDgqyTr1mI0LFNVwWlDHCS4TyE9Y7ohG%2BYIUGWBqVvavPb8In4jlmhPm6T8lI6Wfu5yN6K8MhzQOMM5gCS0l3Dyhy9DkgcHrC8toNRPFyr8rW0pgtBBcdW4EzrmWkcs%2FLS2Z00tTpvwiE5HyFW4jRCN5dRFWB1iqw%3D%3D%7Ctkp%3ABk9SR67wz-K-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-2300,Kenwood,receiver,Kenwood KR-2300 AM/FM Stereo Receiver  Tested & Working,112.5,2026-04-03T00:00:00.000Z,,https://www.ebay.com/itm/227110457757?_skw=Kenwood+KR-2300&itmmeta=01KQV29AR7K30EXM6DP6B5YPV8&hash=item34e0d6919d:g:7VcAAeSwfntpLPzf&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB95DfT0ItFQhbCsFMICaURt7tKbYrmS11wdKgT%2BQB%2Fk5WuoVH4PXJFShgdlNpZZ%2BKWyVQz%2BCeXW6EOd5IsYy27gM7947xVw5aG4YEume1Ji%2FleduwvH%2F4CrdjKKfIuuGhTcrLyQUpj3s3ca3ptOztHdj9hNjCY8t1mDYA8974u9CmVOF44GO4oCfOQ%2FVXB%2Br6S2q9d7GBSgPzeDEnpcTthASi6vlORgvBkBhCn9qw5cb1yHzoNaw1xf99y%2F5Sl%2FU8%3D%7Ctkp%3ABk9SR7aspeK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-2300,Kenwood,receiver,Kenwood KR-2300 Solid State AM-FM Stereo Tuner Amplifier Phono Aux Tape Mic,125.33,2026-02-17T00:00:00.000Z,,https://www.ebay.com/itm/177710637039?_skw=Kenwood+KR-2300&epid=17035632251&itmmeta=01KQV29AR78NK28B1P1C7F7RCH&hash=item2960611fef:g:zicAAeSwqOJpJmnr&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDqj%2Bh%2BTxxRXELRwNZss25Kn25yTN40c3fv%2FTHCx74Nhosgf6DBryge3rdTmJF0fwl%2FXcyDLkBTbFowZ6Gl5s8SntfqJYckkaXnPqTZL2aKzkZ%2Bj0fkqh%2BAOpR074D0g44vy%2BnIvORG6qrb9Tg6GHyWwBkjBZT8cWNvedQNbF2c7OOATLbDEmL6DoCvvViHYGN%2Ftx8iRpnUSvQqev6seVtdCvkuPpxg5%2BD7Q%2F7uMnQHQIlOIuUk03HIYLto9vOvmaCi8nprWR81noo%2Fd9tcTydzkRIkAtt3SGjECF7jSjb8zA%3D%3D%7Ctkp%3ABk9SR7ispeK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-2600,Kenwood,receiver,Vintage Kenwood AM/FM Stereo Receiver Used Model KR-2600 1976 Trio SWEET!!,137.77,2026-04-28T00:00:00.000Z,,https://www.ebay.com/itm/397880461094?_skw=Kenwood+KR-2300&itmmeta=01KQV29AR7VWHVC80CBB678JSB&hash=item5ca3860726:g:gL4AAeSwsotp7TzM&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB%2FVM%2FJ0xBGmt4%2Bd62I8aCnUVgYesLuZNsKV9tVYNMPAXfx%2Fp5d4bpUdB%2FFpIw1N9U%2BmVS5pmKQ8J21Ka0O6LUscvb7wNsofs%2BcfwsBVeenSO3CF2EJqggrKcL1DFcOwRO4eas53ZVMycjD8c6pBcgjwDvIFlHSq0v3M59QVzpNxrUBM%2B20rRyflNXk%2Fg97899V%2BM19d9QA2v%2BWN5nC0uiW7fbIMdmDYdkRk3WBCdox9GYrCF8TuelrSyd3eS0nwJ6ajYJptMBdcFRnzYZxzAZA6k4BFiFRbykLCpT4IcRVfg%3D%3D%7Ctkp%3ABk9SR7ispeK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-3090,Kenwood,receiver,Kenwood KR-3090 AM/FM Stereo Receiver,145.0,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/327138483486?_skw=Kenwood+KR-2300&itmmeta=01KQV29AR7F04DT3WM79H9GHJ9&hash=item4c2af91d1e:g:WXoAAeSwHUxp9~ZZ&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBipDXMvsEnt0NRlytU2ol11t2U0%2BlFkuxGsyz51alG6a9B6GiAjyOvvS3VgJrlgSfFCeo%2FHXnt0XFDif5zn0i6RlxoLCaHUzybWQYmwdplY2y9GGXiD6qLCfL2Nf%2F1KY8esGybdiPlrEMPDCdOjhc5556qO8N7USdDqcZnvOgyLEbNtc38%2BYjuJ%2BNaHgN65d1IZH1XPcedazixA0rpRDco4a9iovcZ6a1AysSSa5RuiTUcLuLkWDmzntBUdGhYb%2B4%3D%7Ctkp%3ABk9SR7ispeK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-4070,Kenwood,receiver,Kenwood KR-4070 AM/FM Stereo Receiver Perfect Working Condition,249.99,2026-04-29T00:00:00.000Z,,https://www.ebay.com/itm/389591605440?_skw=Kenwood+KR-4070&itmmeta=01KQV2949VA6R8G1N4841RP9EJ&hash=item5ab57820c0:g:zqwAAOSwFEBkxakC&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDXLc4F7vBKopBZPXOXBpOxiSrl2YPI6IxFB96GERJTzq0YYEaRoqpaDWXXDkiJIANnz7ftTxHstl0XgJVp31Bg0P%2FJN6Ek%2BQunqSubJQt2Hqvqh6Lmb1A43khE4GCpEWdrAm8VIXT%2BfrCosFP%2FB3mi8fY1JeO7pZQswLNQ13G7AlmzPReNiYRaV%2BDa8T1J9ENjT8p3nUBDdMUrr3EgdXuOStUTTaJUCa920e7%2FvoaRUvs52ve%2BucZLwncYHf8Zcx4%3D%7Ctkp%3ABk9SR47FpOK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-4070,Kenwood,receiver,Kenwood KR-4070 Stereo Receiver For Parts Or Repair,90.0,2026-04-20T00:00:00.000Z,,https://www.ebay.com/itm/127815588233?_skw=Kenwood+KR-4070&itmmeta=01KQV2949VH0JFWNTSM59Z6AQD&hash=item1dc2671989:g:k2IAAeSw7aZp4oPO&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBRjz6I0FBGe89rY2HbiK2139NlkEQbVilVTzyWx3Si4Fwilxy0SoZewhUGTURaz4r%2FjAzH7x1cftkHG9D7gHuE1wUIp6m3vs2z2HWmFPHJUYukMSpqCtx5JA%2FcgAF4V6%2FlqFJlVhSJP7XBssK7MJk4O45YpJWPCoUge8vkRliO1ZW%2FSZyv5GnliZhhZ7yZ777RJEalmLByKpSxCMw6a7LxuwyOzMtv2I2FcOU2akDsFW5F0T7m%2FGhMdOU18Eohv1KxDtAgUD5oKsZzHsIVPTlVc6n9hFL7elVUCKtr5sKq7A%3D%3D%7Ctkp%3ABk9SR47FpOK-Zw,REJECT,Hard reject term: parts
Kenwood KR-4070,Kenwood,receiver,Kenwood KR-4070 Vintage Stereo Receiver Complete Knob Assembly,48.95,2026-05-02T00:00:00.000Z,,https://www.ebay.com/itm/298237258348?_skw=Kenwood+KR-4070&itmmeta=01KQV2949VNNHCCCAAMCKRKW3F&hash=item4570536a6c:g:IJcAAeSwWz1p4sRS&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBwsZWC7JX42pyaJMNQXCWGyOFVC7%2BhhMA%2BuC9F%2B840fSxZ%2B5M%2BS8MH4IUhZiri8kwOrepguERZDbPepbmhLJkKT6grsyq6XIde8Iyc4BqzVYI%2F3oeSPFmq8A45kgCWddJ2TsErcCG1IIe55exJeD6LTtI3S7KqvmXI3xGue%2BUlwafJ9pDBFbKszGReWDH82EjuUQZn8JdRcfDsAqZmGOcvUWqjrcOaASIhrwDe1XhwwCLbOAUUAFNfOYuPqI30ivvCCwlb2HaQNn40zF%2BjNV8iBp2uzky1wsWK978KRNN4ng%3D%3D%7Ctkp%3ABk9SR47FpOK-Zw,REJECT,Hard reject term: knob
Kenwood KR-4070,Kenwood,receiver,Kenwood KR-4070 Vintage Stereo Receiver Parting Out - Set of 4 feet,22.95,2026-04-23T00:00:00.000Z,,https://www.ebay.com/itm/298237244253?_skw=Kenwood+KR-4070&itmmeta=01KQV2949VJRCGM7E7T896R3KH&hash=item457053335d:g:ww0AAeSwHPhp4sLt&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAQd6ro4jIfo67E3jPFbbh95Rkl5jyIaHLsPjw5YzMgYgESGwgN%2BLchsYikY1gWMxVCgBA6gIUHGmUNeB38g4iNlZ6OS7wLRkRPTnRq9ZuSBM04c5fg%2BAehg0wbvuZrtrpWETdlxyLTbdFi3Sm7%2FY1ZWpN0ayHh3PtuhcefyD64nx1WrodAP6fI6XnJno99isI3IhqqDpk7qOmDaEDtJcB94tz9ZcqhK%2BxxJvycL3bERZHkj%2Fp7h1o1lhAKlMUVl%2B%2FJ5jBbF6m%2FDk9OTcjsMhIo5WNDhxhPuFFKT9fQY7Ikow%3D%3D%7Ctkp%3ABk9SR47FpOK-Zw,REJECT,Hard reject term: feet
Kenwood KR-4070,Kenwood,receiver,Vintage Silver Face Kenwood KR-4070 Stereo Receiver GORGEOUS Sounds Great!,375.0,2026-04-20T00:00:00.000Z,,https://www.ebay.com/itm/267644614278?_skw=Kenwood+KR-4070&itmmeta=01KQV2949VXMM0J2YF7BNN6NWR&hash=item3e50dcb686:g:CxEAAeSwtppp5Qdz&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCKN%2BfzCCDOIAgxuHcB3Sfg8wi1bnW8USsJxMrGjaYvxu6LI6FOuCoxyMkTmr31rRCmoa7b7XiWOPYQLl1OrH6qvxmWU%2FQksSyI%2BcTzPHAzMh9XXWeDA62RSLt6vD65lQa6XZabBg2MjVFxJCSQzfUwgQS0QFj1HTce1VeDqcTT1TJXKcxtymgxMk%2Bp91zLDfKcxKPI5wjWHEJJdgw4%2BCj5IvsR2kLo4SfNm83aG5ty6P8bdgvOZrXl%2Fu0LlQ5VVjk%3D%7Ctkp%3ABk9SR47FpOK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-4600,Kenwood,receiver,Kenwood KR-4600 Receiver - AM/FM Stereo Receiver - VIDEO DEMO! 🎥📺✅,297.28,2026-03-21T00:00:00.000Z,,https://www.ebay.com/itm/127544979797?_skw=Kenwood+KR-4600&itmmeta=01KQV2962F3QHSWQP5NTNXZSTC&hash=item1db245f155:g:tJAAAeSw7Z9pMylD&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCNqDo1WTGpWBO3M3a8QksaBehcyBlKkJjyPB%2FEDS4Pmxd4QlAe000DIuUMsfUIBuui%2BHeF7BHM5kFp%2BHdgdWQNEZ3uSLpQjzCOz1C47GPYuvZjSLL7MtcyOx1xVnzt1YXrspHs3%2Bt6nSGVFvOxEZdR6ntlgDphdrJDeMdZ8LHj32uGtDoimcamKpSHuZURxTyyYdYfvegeeLOrlRd%2F7fNj0SuHSeDoNXDs%2BsV66Z3DK%2Fdqlf6zOPex9aMH0ZNWc8ClVWsocNgfrSFBjTnjJsyn78YIbkIULP2zQGbP7DQlSA%3D%3D%7Ctkp%3ABk9SR7ThpOK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-4600,Kenwood,receiver,Kenwood KR-4600 Receiver AM/FM Stereo Receiver   Tested & Working,986.14,2026-04-06T00:00:00.000Z,,https://www.ebay.com/itm/327076699094?_skw=Kenwood+KR-4600&itmmeta=01KQV2962FY2AR5XXDZ104N2TH&hash=item4c274a5bd6:g:eEsAAeSwWIVpyuVV&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDAs4s%2Fau6CzT3HcxSl4UFNVxfOWPxFADMcenGk8atwFYMaTRF2GXyYzTW%2BinOlWub76uALBESS7GXmY8crN1P0Vihm475x8gJTTBbtQIND7jA2nFYodCHqIpDyygtlRTMXkZSsyDnpHStiCcjRlo3BvgJDV1GQrhmiP17fYaHdnF6DZQBejHfKVhnd3%2FsTeJ20UOmDDEtY8q%2FHIO2MJuZGiRHFQ7U4L5dvxZ5Jpid3YhUNVDppRFhwU3%2BHbwkJfZs%3D%7Ctkp%3ABk9SR7ThpOK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-4600,Kenwood,receiver,Kenwood KR-4600 Receiver AM/FM Stereo Receiver   Tested & Working,991.05,2026-04-04T00:00:00.000Z,,https://www.ebay.com/itm/358366076132?_skw=Kenwood+KR-4600&itmmeta=01KQV2962FS9TZSGF8Z180TVAD&hash=item5370485ce4:g:mJkAAeSwyKBpwWCS&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBnjHdm4LaEwGU%2BL4ZClJgbInaW1p6F8SrqsRYp4vziXqzw6ELPup0ZC4cWF%2F0jXOndu%2Fcr3y3N%2BKNpuRHF8BLZzdc4YRzDXdWzqZ13dbWPbaikQu4hDvYL8v51Peec592N8X8RVgbjpyemdSHW0qWQTqHVwNuDcNhEG%2Bw%2F2N8ASOlBIy1Uui6uTCXOOhym%2FPJij3TWZQpizALLljncZHUvFQqeC2iAz35whvlh9sEpj2ON6kdf0MiSUQxdISxBSsgySXdW2NbhzpmmIhrnt%2FVNxEUvQSRxyOYYhiuru%2FUW4A%3D%3D%7Ctkp%3ABk9SR7ThpOK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-4600,Kenwood,receiver,"Kenwood KR-4600 Receiver, Good Condition, Tested And Works Well 🔥🎵",1040.66,2026-04-17T00:00:00.000Z,,https://www.ebay.com/itm/257406665819?_skw=Kenwood+KR-4600&itmmeta=01KQV2962F7Z177472SJS1C6N9&hash=item3beea2045b:g:S~0AAeSwxEBpZ~hy&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xAcf8wPWuf7nf5O7Tb1uF6fwuzfxeHtJ7%2B%2Bj5H5zmTzwdnq%2FVhr76hEL8npOD4ar5wSXiM3LNGbCelRkLPsLIEzbej4XrBIT3IECq53YZfODAhultD6dbIPbm0wYqsAlInbq63Yh8Rji%2B06r4uigsBJvIBr9uvkSTFeHIsU%2F0%2BJv1oDWrK3cNy3GyCCDKyHK5cR%2Bn%2BWquYEsZXia0MIZDgvXsw4mOIxl10%2Fhn15awluEX2OAh5GunLqzTILk77OT7w%3D%7Ctkp%3ABk9SR7ThpOK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Kenwood KR-4600,Kenwood,receiver,🔥【PRO SERVICED】Kenwood KR-4600 Stereo 60W Receiver! XSTR/CAP/LED MODS💥GUARANTY,2176.21,2026-04-25T00:00:00.000Z,,https://www.ebay.com/itm/257471470606?_skw=Kenwood+KR-4600&epid=113528896&itmmeta=01KQV2962FV1581PFZQNY1Q6JQ&hash=item3bf27edc0e:g:7PoAAeSwH-dp6mIx&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCURX53tieeBx5k%2BZzfkc%2BO8fI5iU93zjKC4rL9tJQKKc%2F1qzMr0SDPj8H3z7TPLze%2B%2BsEhhsprAyVIhjUfEaRJKkHAuoQTilMwKeAGBv7nIhWbQcaj5x%2FTxg77bQwtiifqcFNRhyM2OfRnFuBgod6Epq1026eMmYTnrAm10WI7bgfB%2BESOnhBqJXO%2BktzAQKaHSEwnryo12UhW5fXnGNkC5zvxozJihPH5M08m4ze1QimUmcFn2vNZaSVgqAmIkFwhoaubPvf7fR4taBflnvp8MG8lCOWu0emK7ZwrehY0dg%3D%3D%7Ctkp%3ABk9SR7ThpOK-Zw,REJECT,Hard reject term: led
Kenwood KR-7600,Kenwood,receiver,Kenwood KR-7600 KR-6600 Power Supply A Capacitor Kit High-Quality Receiver Recap,20.0,2026-04-27T00:00:00.000Z,,https://www.ebay.com/itm/113981246296?_skw=Kenwood+KR-7600&itmmeta=01KQV29X9P6SSVN0R3ZS1APAAZ&hash=item1a89cfcb58:g:Ea0AAOSwnY1d1ped&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBfBYGpmTNosKdisISLs2YNYUuNSSS%2Fwn2mOaj6%2BtPDQL3tpWME2d4d4ipTSP6OX3Tt1elWGzcOGKHk0rjbjWFFpPc6bThOcXg%2FL1CjajvrdLKKUmVQKBgij9plUpupW5LQ0lxQcgQWsZCNzUbehEiSBrA%2BrKRJVUAoViAMaXPHFNgfOGMlhAmWZzCwyEHJGfk1ky7RlFBVHwF9dfCaSX6dP0Im02Q3Y%2F1ALTJq7GzD9eSF4XDJ2rvDPGftDwuCiiI%3D%7Ctkp%3ABk9SR5DVp-K-Zw,REJECT,Hard reject term: kit
Kenwood KR-7600,Kenwood,receiver,Kenwood KR-7600 Stereo Receiver Parting Out - Sound Inject Knob,17.95,2026-05-02T00:00:00.000Z,,https://www.ebay.com/itm/306502072468?_skw=Kenwood+KR-7600&itmmeta=01KQV29X9PFP4XQAT7S83W1MXH&hash=item475cf27894:g:50MAAeSwDN5oygDI&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDu82aITbS%2FrFIjc84hhHtKMc%2FBH4pm19q2lxTPEaxsLivM%2BM8XvnODYo%2B69DREu7Qa6s7WXYoQsSYjXZD6--%2FB0icwhloLXlCqWmueaDc6YKBwWxGNyO%2BSCpj0bCIVd00mVdZKZZhrJ%2F6QZ2vTbcTT9sGCxgz3DxNtwkMZtEHz1w5Cd9NfNTkJm2eZYC1ayjc%2FkyjixiHZwdOJpR7icVFemPozdJOrrPWKpFnkefaAedoKWoDR0u5PLuN5cXU1dUQ%3D%7Ctkp%3ABk9SR5DVp-K-Zw,REJECT,Hard reject term: knob
Kenwood KR-7600,Kenwood,receiver,Kenwood KR-7600 Stereo Receiver Parting Out - Speaker / Tape / Volume etc. Knob,18.95,2026-04-25T00:00:00.000Z,,https://www.ebay.com/itm/297616119661?_skw=Kenwood+KR-7600&itmmeta=01KQV29X9P2FZE44ZDY650BRY2&hash=item454b4d976d:g:6tEAAeSwR~doygGZ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAK4wNZWPOzZ%2F1WnDS7LdY%2FpyTmU57k9YZiZYaF5RSQ1QqUGVVcFpcjMU5VrCCpLtzYECN7GEvs%2B7pxScFiMiMBgSB3eVRyh5fMH68Uzbku6j7uE7tf5%2FSJyg8AWMoqNOCFwuUwNhd9lxXywMD20AdxlPP3iuALUwDhtJtPSiO0iLg%2Fa0nOlxTOoxK7bF13Ds33PYdEOUPdl6xPk1AiPRemKLv1icF3AM7I2D28mkcaBcGhYNy%2FJnLI9rRDJ9pjHBo%2FDEPPyU1I6xgqaE35fzwkzsSWo9cwiaX0UG9hpdlKdQ%3D%3D%7Ctkp%3ABk9SR5DVp-K-Zw,REJECT,Hard reject term: knob
Kenwood KR-7600,Kenwood,receiver,Kenwood KR-7600 Stereo Receiver Parting Out Tuner Board Unit X05-1320-11,49.95,2026-04-24T00:00:00.000Z,,https://www.ebay.com/itm/306665214881?_skw=Kenwood+KR-7600&itmmeta=01KQV29X9P0EWKG5Y5C3GSYKDS&hash=item4766abd3a1:g:6LYAAOSwYk9l7gk3&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xC2QEZ4EPMEmF8llUEHMut7iKOT%2BdASSigIxyIl%2FlLfh6t7ehuqh3nVEtHGt3Yg0LNSZRvP6Biu2%2BvXlv0znrnEWgfgqY%2BFf79RnyjJ7zXCcKOJHUUwQVCj3heTA45xJrdkMvGvqcmuJlayZArAf5L43abEHO3uZ2o0%2FvWN0rbByswEMoxEhGFjr%2BeHl%2BoYq8Fsa%2FY0K%2FXBA5IJRzpgJbCM%2FRQe7%2B6AxxT73ILo1Ef%2Bhrl0cx6IdwEH8apVCQtcE%2Fg%3D%7Ctkp%3ABk9SR5DVp-K-Zw,REJECT,Hard reject term: board
Kenwood KR-7600,Kenwood,receiver,Vintage KENWOOD KR-7600 AM/FM Stereo Receiver - PARTS REPAIR ONLY,399.99,2026-04-24T00:00:00.000Z,,https://www.ebay.com/itm/178046259734?_skw=Kenwood+KR-7600&itmmeta=01KQV29X9PNWJ9C6PFM7FZ398C&hash=item2974625216:g:CSwAAeSwgIRp3SmI&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB2a6c4vt67%2Brz0Hefn%2FIeCSZ%2Fg6blk6Y42H2%2FZU97DHSdfd%2FMZdE9gUXlxZ8s9FKvfMfqntnsJhCuMdBbPh5yJnUnQUOIvrSRDVjA6WBUwxS5%2F0w22vhbb97Chr9oV0K8JdfmFjrYwue9153TYldEW81WN17pwOq6rKjFDDdwOzlb0rGaN6ouHATLP7Cv%2Bn3xlnOuPiDSAQlp0gdhKRpxGdqPNgZ9RzKaZJ4ls1oytM1YUBYgzTk4Cbe3jP8Ssbg3zmmJrykkFGs6%2FTrAb%2FYNnMZg8bhxli58eJS1QE9J4%2FA%3D%3D%7Ctkp%3ABk9SR5DVp-K-Zw,REJECT,Hard reject term: parts
Kenwood receiver (model unknown),Kenwood,receiver,Vintage Kenwood AM-FM Stereo Receiver KR-A50 Amplifier,20.0,2026-03-02T00:00:00.000Z,,https://www.ebay.com/itm/317916576450?_skw=Kenwood+KR-2300&itmmeta=01KQV29AR7CW2N4KCBCR420Q00&hash=item4a054dfac2:g:sVUAAeSwEdRpnNki&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xD%2B4TpK0AZlUKgzmSoyoMkN4w6kVv8Wk%2F4HfXmz7%2BM489vB55lkINl%2FLONl7a%2BpsYiQY61Xt8rJZPCHDu84QlrTYTXHSKwW%2FhwEe0Xw%2FYzJp1hzHbVXme28ZIENsVVxMde%2FJ2cRdLH708A%2BmwiI47vY%2F48k5J4L7AZBNUoBGc9HkgnshX3TBcgp%2BQS49xa7ghqr8VniB%2F8dF9JxUjWvm5Qe%2FT5ics0bQcJHc0eKZmeZJn6G24%2Bi2jloT1eTMxN3UF0%3D%7Ctkp%3ABk9SR7ispeK-Zw,REJECT,No exact model detected
Nintendo GameCube,Nintendo,game console,(11) Nintendo GameCube GC Systems Consoles LOT PARTS REPAIR BROKEN AS-IS,484.99,2026-05-03T00:00:00.000Z,,https://www.ebay.com/itm/377144226852?_skw=Nintendo+GameCube+console&itmmeta=01KQV4NFZ3M2GJGKP40HK50E2P&hash=item57cf8c3424:g:8WcAAeSw-jZp7pi0&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xA04xr4PMKbWPbzkkWDVI1Vx0R5tydxf6HjL0oySjk04MdAzgI0HQa9I3KSTLzGxDGm60JgIKJhJuGD0V66Sv5hf%2Fh4bcCAoaA2mzGRPW%2FESaEM3uPKduAY90kZmswoDEXYpweocFVio6MdR77U5IWF1TVOYZn3HR0T6VQKnkJ9ojTPwDz7r%2Bt8891PkGFu4kbqSkBJ%2BS9Mmt4oWABqrKy94QUlAVFqc8wZvEyzEQSHp9A%2FnqWhVNLzWNOOTW4ZnfQZZ350r5Y7zXd5rtNChaep%7Ctkp%3ABk9SR_L_1eS-Zw,REJECT,Hard reject term: parts
Nintendo GameCube,Nintendo,game console,Indigo Nintendo GameCube Console Only Tested Working,90.0,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/377031710265?_skw=Nintendo+GameCube+console&epid=23034513881&itmmeta=01KQV4NFZ3MGV0YY5R506EXQ9S&hash=item57c8d75639:g:Cv4AAeSwHxpptBlo&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xDS6WDTx78RsVIRFgOe8%2F3HocrQVO%2BqQCkihgeAStDronVqMj9YyiyXQ8ARudGc7fYmG2xOt1EO1u3aaBhC6Od5%2F3YImbucvnNluPifcWp3vGu7R0bL0rhDEzHy%2Fh1ICQsMRduvfVx8ic--P2HHJ4tohggS0E%2Bh%2Fz7z85ZX1qamsGkrbItnfQuYleA6AyRmOg%2B2gwYDqr2hMQVnoGgNKYIt7so0eiaFbQOKvgNxu4EOoxa6qAlSOVXnwgOwNliK3wg7n2mqbiCp3C2i9PcsACq2f0LCjr2L5vvJAzG0krnK2zNHvmyK6eTUIW28VZAPFNM%3D%7Ctkp%3ABk9SR_L_1eS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Nintendo GameCube,Nintendo,game console,"Nintendo GameCube Black Console W/ One Controller, Worn TESTED WORKING",60.0,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/406904199565?_skw=Nintendo+GameCube+console&itmmeta=01KQV4NFZ3DANMSAXGEKMB6W0Q&hash=item5ebd61598d:g:oDgAAeSwYOtp-PDG&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDGyez5FvZG6Xv0B9kPV9oBwiUGORyJyRowl5KcLDRACSM%2FnGAQlNbOeSf%2F%2B3oNUZ4HFbRAT0J2WNXW%2BW6Fxir%2FiQRepPVef7b2Nrx6Gm0FifXaLKmtXjI9UV%2FlXVtLR4ccTVhF3KQRlkyrCIpClhrJ0SHXG69BS%2FsTFBsUueavTds4mFdqhuwFDo%2Fb5LmilVUFyC37yHqeaeFuJfEeaNvSROj3Q5rQs2uKBx%2BumOd3DtFkrc2r%2BT7GzwA96UC6qBT1MALrc4K%2BbHVRto0vjiFq%7Ctkp%3ABk9SR_L_1eS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Nintendo GameCube,Nintendo,game console,Nintendo GameCube Bundle DOL-101 Black OEM Controller Cords Memory Card TESTED,114.99,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/277956509776?_skw=Nintendo+GameCube+console&itmmeta=01KQV4NFZ3KVBTX5887TPV53TC&hash=item40b77fc050:g:r30AAeSwWvdp-L3e&itmprp=enc%3AAQALAAABAGfYFPkwiKCW4ZNSs2u11xCeqSZwuiQ%2FbVGK%2FPPWer0T50CGzi00d29tXxiShETMDyvAYrNxlQ1kSyCbkUjI%2B9DP6DLzxNMB7ukJmoulwmS%2BpYAXjE5qDvTNeXKhU1rKzQ3U0G0kNxOLM0ukRPuxaQn3wFir2%2FTDq5JqHx99w%2Bf06l%2BbnF4lAPjibU3dnHhnceqZmLzG4%2F9iKsVPt3DT9cKZmNShhygodQUHVbBsMdLAIg176ReuNDVfh4qlB18nT96cqjtCnzAkfLVSXEnlzfyt3%2FqaaEamO3Ve4bS%2BHY21bCy16vWCNpgzo7xKeZ33sP1omqTtZTjrPKTwGY%2BKeIs%3D%7Ctkp%3ABk9SR_L_1eS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
