model,brand,category,title,sold_price,sold_date,condition,url,comp_classification,reason
Nintendo Wii,Nintendo,game console,Nintendo Wii Console White + 2 Controllers + 2 Nunkuks + Cords + Star Wars Game,49.95,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/178105958516?_skw=Nintendo+Wii+console&epid=13052964778&itmmeta=01KQV4N6H6RHT9KTSWBDZFEMTF&hash=item2977f14074:g:63EAAeSw0rNp-UiO&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCNK9FI75duAuKXiZIMxoTgDpMZOt%2BnIyIOi%2BaTQ54o31iRtYahkb2HJXu04FUjcz2SZ59%2BgMVpN%2FOPQixTimNIZ2V5qZL0oIetw3aX%2BQdPk4RW3wGhcZ8rgPQcWdij3RgGdycezbF3jBJj31QWf2RzPf--eevhOh8D74kr7jgSPzNj%2FRvKOB%2BdwFibo676XejWymdLtDew6wlTNCm4yUtkWszkqwIWGfSFcoWgUzvqGqK0%2F0hiesqZhhelFDuzsXE%3D%7Ctkp%3ABk9SR_jo1OS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Nintendo Wii,Nintendo,game console,Nintendo Wii Red Mini - Bundle,158.22,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/198057937533?_skw=Nintendo+Wii+console&itmmeta=01KQV4N6H5AZTDTN9NS3TWHEQK&hash=item2e1d2c4a7d:g:-UAAAeSwvD5peEK0&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDpM1PL47%2BNs7o90iAsk05mU8n2AaIQiGLuQajPQQOKLVT7foQ%2Bfvk2dpiwcigGOTaI664HPpVC4kZWwVjpRwM%2BBx26c77XjfH4dRx9eyLXWKwGXdY%2FF0qfU8oGsfq%2FzUXXJibOY000FXkpS0jZ6OqiynMJwWfXZROmgPq0mjcCR92XHSMrFPWinvG6jFuxqlcwraA2kAfsKIu8wBEUQfdfokxaYQNgKZ1tdUTdl92tGVB2iHAmcOmRUHsS33DXs5scsc81uW4QPmaDbkPZGbrVQgflHohCVoo79jFnOe8r1Q%3D%3D%7Ctkp%3ABk9SR_jo1OS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Nintendo Wii,Nintendo,game console,Nintendo Wii RVL-001 Home Console Black/Parts Only/Not Working,13.99,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/376893685178?_skw=Nintendo+Wii+console&epid=1800347612&itmmeta=01KQV4N6H6S96X2GYMNN718CDN&hash=item57c09d3dba:g:TXgAAeSwKsNpdGKd&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA8IK583u4aoWzn2xp7HkRb5czSFbGPIECNBP3XYZ3Qy0v8v4ZWG82WyJjEV4il7qDVfjT5R%2Fzf%2F4%2BT8g%2BJlWQooonzvmFfOWxYQ9D4IiIgPdnF0w1XR2XVrY3jO3ToP9720Z5lY2pKalEMYPQkKOmXn7duDdhbfy5ZNQFAduUaGm22pHhLdtdGgaEobRkAiGPTBZ6IshJ%2FKszsy52QPoxgH27o3eZxi62hNI42fjTQhDih2dgqOiIW%2BLMXStK5pXFv%2FvKpVslN0DywvjTzysN3Q8Rh8rtzc6dXX20EJ5ydVA%3D%3D%7Ctkp%3ABk9SR_jo1OS-Zw,REJECT,Hard reject term: parts
Nintendo Wii,Nintendo,game console,Nintendo Wii RVL-101 Blue & Black USB Home Console 2006 Model Video Game System,40.48,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/397912897452?_skw=Nintendo+Wii+console&itmmeta=01KQV4N6H5WXD9A9SQ19VEFG6P&hash=item5ca574f7ac:g:8PkAAeSw0F5p-VIG&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDFnQptcWR8OoImmPOybP2XPgS8SOdtCRTmj%2F21%2FK1ArSVCR62RS45VVwFR2vRTzbPJVmjkxd3CAZRfM75I%2B36EIDPbpoK99uDc%2BnkTLvOP6AmxcruRlegx0cF981xe8mBVX228f3YdqybLcTIVoiXvySipDae0qRCiD%2FAFNABLaZeDIMwQHldo3Ln4vFIZhabt6IfQcuEe8aUd4j%2FwhtZ%2FcZHW1VkoUu1oxLGdVKgKKL3qd86Vfwb7IbAwLvGCK7Y%3D%7Ctkp%3ABk9SR_jo1OS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Nintendo Wii,Nintendo,game console,Nintendo Wii White Console only GameCube Comp- With Power/Sensor AV- Tested,42.75,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/406781021928?_skw=Nintendo+GameCube+console&epid=1500928989&itmmeta=01KQV4NFZ3RQZRTZRC1E9BJ5TB&hash=item5eb609cee8:g:zv8AAeSwPqFpuwxz&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCozAuczl0rPA6WQyc4qtHf1MdnOJqIX9YApxCjDNmKxQ%2FKCUbcawM%2BrODZM32hiztkBlXCvKVlvmRUzMiWlMrVu%2Fr4s32Mz5mRpkwYhXpKcGuSZCMnP4oMpL80rUljnTt7KkG0nSZ2KPyfjSeXocwrGIX6E%2B9Ga4SjBOIN9oPVgiIScHJx7kqBNMVjVKBNo1Mh03ZoMqxn%2FgLpKtbJuLU63ZpwHo8qEBEBHPAotqUmVxippkebccz1OClo%2FyxxN%2FEfD89mw1H%2FSDsxgMuPQnIs%7Ctkp%3ABk9SR_L_1eS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Nintendo Wii,Nintendo,game console,Nintendo Wii with Wii Sports Console Lot Bundle Games Mario DK! TESTED WORKING,109.95,2026-05-04T00:00:00.000Z,,https://www.ebay.com/itm/168353540580?_skw=Nintendo+Wii+console&itmmeta=01KQV4N6H6PMJYSK77ATBAZ2FG&hash=item2732a729e4:g:ZCoAAeSwklxpn10d&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDNXx9lq88Lol2%2FKRAvqqi0HPv2xT%2BH%2Fb6FaA6eQA%2FAUakasxy5yrkuc4FVHQTVAnnVk0vjo7hiRpSaIvdqFakoOUqx23om2%2FVNOKa4sFi3Uk1OwffYUjy2%2BqZz5PMAkWkdvQdtdR5UCuVaBYpdvkh25rvnwMqT7XjZcw8Tu3qZREg%2FW%2F%2BsgPaSgFjSmBq8tZlzTxhRTqZe7BOHVP3IfQlitKwivm%2BjG8I4832eL%2FUlI9OTeIJg65j9I34XVV%2FSvB0%3D%7Ctkp%3ABk9SR_jo1OS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Pioneer PL-600,Pioneer,turntable,Motor from Pioneer PL-600 turntable PXB-022-B,24.99,2026-04-23T00:00:00.000Z,,https://www.ebay.com/itm/336495497387?_skw=Pioneer+PL-600&itmmeta=01KQV2M3QV4FSZZZ56TBST55MR&hash=item4e58b1d0ab:g:BJ4AAeSwK6VpwKHN&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xA%2BXxlj6%2B%2B65I%2FdIo1fGGgYNUJ9fbGCdm%2FH%2BeCoICamCwjocakqzCQkMAOejGaJaibe74JMSeHjeTZFzd0Wv3e2f%2F5lFhhTvckfetgnm0DQl97Y0e0UUtxPg1JlKcXmP4a0WKq4moK%2BzwTxMx%2Bncd6XO7d7FEmkbWCm6F12sw3amlBt3lRtT7LvMPYfhkcn%2Fwgeeqc5Pr%2FXrOX%2F5V6qPCzqq8rEvb4SHrZWAnCXrG%2FYQkumkO6420sAUPv9a1BVclQ%3D%7Ctkp%3ABk9SR4680OK-Zw,REJECT,Below full-unit price floor for Pioneer PL-600: $25 < $75
Pioneer PL-600,Pioneer,turntable,Pioneer PL-600 Belt Drive Turntable Record Player (Tested/Working),134.1,2026-04-25T00:00:00.000Z,,https://www.ebay.com/itm/389856326612?_skw=Pioneer+PL-600&itmmeta=01KQV2M3QTQMSBGF3K3K5V8M6K&hash=item5ac53f73d4:g:ezAAAeSwtrFp1GMa&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB5ZIQl4FC5MLLYHX65RXD4XFAMtH0BEdI0Ht3f2U%2F3QnLMgY%2F4Da0c4U5JtIl37PQ5AM9jhYcZQihSDHbsL02qDsh%2B1ktw95cXnKnlV4%2B4tF1yBG62FrPWZ0fIqqJ3WzXzP5EiVEsy2SSO7J7o7OWns6BUiuMAFRkjUje%2FOn680cVVkKycYRjevGH%2BjT8iUGnG2uwgcVKIIqJC1u3D3%2B1vE3Q4pd5T3aHGTp4u5ZX1dSnkMDLUcdK1mtH5GjdDkXVeK6JS3hOYd65ZMw4u7Ggui2j6yjwOo0TaGdnZzvlWCg%3D%3D%7Ctkp%3ABk9SR4680OK-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Pioneer PL-600,Pioneer,turntable,"Pioneer PL-600, PL-610 & PL-630 Tonearm Rest Rebuild Kit",29.95,2026-04-24T00:00:00.000Z,,https://www.ebay.com/itm/236075904130?_skw=Pioneer+PL-600&itmmeta=01KQV2M3QTPQ7PAHDB24G5JVGA&hash=item36f7386c82:g:zAoAAOSwl8VmWy9d&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAmPDmDtMM1bG6LkzLndm5aoUVTpGImMdbxE9JB%2FelHx0XGutAH3ohlt2XLxkIpqL5iT%2F5rOA5t5oFhlvdsjmfovQOBqV9cKbJYMfY5Ey5V75fz0srWQPVu5sN2UZ2N03Ai52GjpmvDR7LuBZGAlAikUStclyE9wUyzVdmJPJ9yGj1JIsToCqirgZf%2FfABzvHPxk6Nm5i98ns9qHCYwdngdjWIq%2Bnd8vc43AcsTwz5sy3wrJJw7grqAPrNAteY1CG7AXOzL%2F0gvq%2BvdfOSn7kvVv9g7xaQi%2FXJZMcsMNwoveg%3D%3D%7Ctkp%3ABk9SR4680OK-Zw,REJECT,Hard reject term: kit
Pioneer PL-600,Pioneer,turntable,"PIONEER Turntable Isolation Damper  PL600, PL630, PL-L1000 Others PEB-102",15.99,2026-04-29T00:00:00.000Z,,https://www.ebay.com/itm/117069010375?_skw=Pioneer+PL-600&epid=1322604787&itmmeta=01KQV2M3QT1BNEW8NJ8BHBKTZ5&hash=item1b41db55c7:g:7-4AAeSw4JZpp7g4&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDgZ0F0yKpsSBUe%2BS9VeFKV%2FBxLfzBb0%2BMDb8R8IO3iukNkhot1%2BBmu0vJTrtOlDZ79sDG%2BEy07l2JUtWSuw6L2MShbMQjUlJmvaiytgfKXHSv7GYOIcrFjyhDCqj8PjKF8hDv4HCIuNrdG6oqpQuyQWxpdSnopkTPUC7VQWUAslskNzCmUNypTYoPBOWapY%2BKekqaxqFO3Vft3u488QRCisW8P9YcBRkyiBoVYw9hfTpbm8CRtgkF9tLo%2B%2FrYYjKM%3D%7Ctkp%3ABk9SR4680OK-Zw,REJECT,Below full-unit price floor for Pioneer PL-600: $16 < $75
Pioneer PL-600,Pioneer,turntable,Vintage Pioneer PL-600 Stereo Turntable For Parts or Repair,25.0,2026-04-29T00:00:00.000Z,,https://www.ebay.com/itm/137257526953?_skw=Pioneer+PL-600&itmmeta=01KQV2M3QT5C7YG8R3NXM8N0CE&hash=item1ff52fa6a9:g:2p4AAeSw3uFp7X9U&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB2KftOL7SR33KEQFb%2BoFhte9ayAli08o7CmbBRGeMgv0wUL%2BlEClhRpCmIPqGSEvfUKKmBGWZXnJ%2BS79IqpuzpnXhaGYuttalee3DPH7biDz2YuIVZymbXvn5ZWZLQlnyZbR%2FhMBXf%2FQlZrAYu3%2B5lDtIPyXEx1nIzFS62Hdii9ux0eqe4T4Cpj4jx9X49XI6O2GKtyecAul0nGtij%2Bxziecsx0lZjodtZtEKp88bmtcKnVlwW4pSBQEeBgOw1ppQnl94%2Fb4Ic5ghdwvH4YtjFMLKBPTl3%2BtgDdU%2FK8jaw2Q%3D%3D%7Ctkp%3ABk9SR4y80OK-Zw,REJECT,Hard reject term: parts
Pioneer PL-600,Pioneer,turntable,Vintage Pioneer PL-600 Stereo Turntable For Parts or Repair - READ,44.99,2026-04-29T00:00:00.000Z,,https://www.ebay.com/itm/327075062339?_skw=Pioneer+PL-600&itmmeta=01KQV2M3QTD6D1032GTYT2EVXN&hash=item4c27316243:g:NM8AAeSwlBhpyYU3&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAhvsH%2Bs5v0Ee7pQihrmub72A%2BPLrCgc4CW1AQvjFJ%2Fm9tnPaTsiBeIG8qIJUphhPAJ4rXRaE28xpBLjTEwpDBtqjmls%2FJwF3JlFHVugIEkMw6gMXG6MJ%2FL5HO0Rb1EbeIGvDu%2B4D23IcmnsUs1RlOUuZfiwIJjePIXkVYSIEudDD6X2ibvcxfJHQExk4TzIsDMPOCB%2FR7SKvZm%2F4Jr40V%2FSihsaDBPPERd9C7yi5XtyRcq%2FRx%2BZJLFg6AlNlTYKObP1DdgEM1emr6H0mw72OMBeaSXYnIwBLX7ePtwriCqXQ%3D%3D%7Ctkp%3ABk9SR4y80OK-Zw,REJECT,Hard reject term: parts
Realistic STA-19,Realistic,receiver,REALISTIC STA-19 AM/FM STEREO PERSONAL RECEIVER WITH MINIMUS-7W CABINET SPEAKERS,124.99,2026-04-28T00:00:00.000Z,,https://www.ebay.com/itm/127822835532?_skw=Realistic+STA-82&itmmeta=01KQV4P82WJTWE9M8E7V75YG1C&hash=item1dc2d5af4c:g:WmgAAeSwKE5p5qH-&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCAtUpJS0MNWZ5wiUPK%2BFpMvYu2XlIYEMiQY0rwhzDuOTTJVFOAapw4nPxOk0h6FiJOH%2F0UIgexTEP9A%2B0IQU%2BXhCpbfOgjbQjv%2F99H5B6uj%2Bz0r%2F8XrEIkPLU1HxOjHFHQ%2Fq5OE%2Faf35ziH8%2F0UPhAl3WlagaHpPVUW85vWN5agvt%2BHdc90PJ0cc1OYJ9Iyp88eTnT%2F1HKOGdmAV3J4UK%2FY77iQGJy%2BRsc2PlnhETFVNEh11j6sRvH7cW3vHyV0qw%3D%7Ctkp%3ABk9SR9iB2eS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Realistic STA-2280,Realistic,receiver,RARE Vintage RADIO SHACK Realistic STA-2280 AM/FM Stereo Receiver SYNTHESIZED,5.95,2026-02-21T00:00:00.000Z,,https://www.ebay.com/itm/267570163937?_skw=Realistic+STA-82&epid=1490745781&itmmeta=01KQV2KYQY3MFVPY0FCXGZZV9H&hash=item3e4c6cb0e1:g:MsMAAeSwyv9o6D4h&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBZlobGKNQZv2beq0q%2FWEwAiTMceNvmc5UMoQyxhWgY%2FyGA2nQhtFL%2BbHI0X5u7mGOSQmqCaHuzTp2Q5l0vbm6zow5O2C6tYJVLmGkO97g9EnnNvLE%2BYBQsVcoIlaUFX4ywXMq5r2wE50U2YpHvIhAv0QM5iUnOOjG71Y%2B21%2BLyfG5Y35s4YYeaIWuTX8sZdddjxV15Dyw5Jok%2BTwRlfvbWlcXeP2jH9hFonEqSSF6z%2Fq1sxxdeIpipru11lYZ4LG8%3D%7Ctkp%3ABk9SR6bsz-K-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Realistic STA-52,Realistic,receiver,Realistic STA-52 Vintage AM/FM Stereo Receiver Silver Face Wood Case Hi-Fi Audio,100.0,2026-05-03T00:00:00.000Z,,https://www.ebay.com/itm/168338203745?_skw=Realistic+STA-82&itmmeta=01KQV4P82WKP9V9VX1YX8W38JZ&hash=item2731bd2461:g:yHcAAeSwDe5p8MqR&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xC2N1qVg3YY4Uoz7qlsv%2B3OAR%2FPRGPsuXysHTobR%2BdkO7FEi1iDYlmUT6qtcZLav%2Fl00vzrpgZAQV8M08vgNPuqPXmqZH4lnFVKjaY%2FQCOe4sRNqtYXJFZbF88gRk6%2BC2pg30xY1fSTrmIZM9C2WE04nI%2FygSWT9DNrYwb8ob74gLxeeLnOOhRbBfEAsAbqr65oBF1j697kzXyQpWyCAAPrNaW2IIOQpYMy7GL5L4xhBcbLl0t7spMGmWWTt77EmjPoDhGwunDBuwSx8P0OyDF0JMrMZBezxa2UihU6HbGX3Q%3D%3D%7Ctkp%3ABk9SR9iB2eS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Realistic STA-78,Realistic,receiver,VINTAGE REALISTIC STA-78 AM FM STEREO RECEIVER IN WOOD CASE Working~Tested,169.95,2026-04-30T00:00:00.000Z,,https://www.ebay.com/itm/389942010112?_skw=Realistic+STA-82&itmmeta=01KQV4P82WXV8FHN27AJH00SYX&hash=item5aca5ae100:g:6NgAAeSwBxJp7lwr&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCkfGFTNi%2B96Qf6YyDKJfGfwlqOLjl8CsEyQkcp1a4IaS4AxdCun%2FSY9g6lEbq1889rT6XDx25O1VU1XmorjMo9yIAuwJoNgYGLzOw5y6vvhfnIFtgHBpdHhtpykZ2IKX0hiIElg6KylLm5z%2BtZRPZvcrfFSZoF4R7RchrWJECo0hXZegwKD1Ec44A1n%2BHaGuzXXidcoBMFGMpsgtbgC8Sja8qVqM0InSl0jx8yFhrYeeTh2y97ods%2FhcUc8g%2BAuZI%3D%7Ctkp%3ABk9SR9iB2eS-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Realistic STA-82,Realistic,receiver,Realistic STA-82 Replacement Bulb Kit for Tuning Meter Lights - 2 8v Axial Lamps,4.0,2026-05-01T00:00:00.000Z,,https://www.ebay.com/itm/124715481649?_skw=Realistic+STA-82&itmmeta=01KQV2KYQY4HC1AGH6ZDHVK95R&hash=item1d099f3a31:g:GosAAOSwGpBd-O5t&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB8LwLV8jfYIJrxaERrk4y87ET6gRsoEwsGx1qfI8BrJ%2F74IsHWElBjpcFqAsgyAyr1wgR6FIgzk1T8RmbdlhHxIbahHul4uvH8Fv%2BheeUFTNBOP1OAJqMLH7FRgjgSO5cPk5i0kuinV94y6MiFJdc2kfVLHCbMg3TbH8ljnNbkfc%2FAQg%2FzRl2qDeElJYMWgbSvorSYtM7FYKDiuzF8Kzv3%2BGe%2F22Qy5BAOd0iNXU84DN6N7oKSifYc4JscFUaI6%2FA%3D%7Ctkp%3ABk9SR6bsz-K-Zw,REJECT,Hard reject term: lamps
Realistic STA-82,Realistic,receiver,Realistic STA-82 Replacement Bulb Kit for Tuning Meter Lights - 2 8v Axial Lamps,4.0,2026-05-01T00:00:00.000Z,,https://www.ebay.com/itm/124715481649?_skw=Realistic+STA-82&itmmeta=01KQV4P82VQQ6VHP4WFHK5A4DP&hash=item1d099f3a31:g:GosAAOSwGpBd-O5t&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBxPLoR1tnlN3qZO8ETZ2seMeNgD3OUcLH%2Bq1%2BRXd6xHNNf09Sbtw%2F%2BtxsHvFDhTVdboqCJxhndzGvuco%2FK7i6rhRIOI%2F71bpSAW3yRSyPVdhnx0d96DQO1%2BxkXx7fepnUMMM2S2AK7oEN9kQOkVyOPWltEsOHkcqXtDPKRA9zwzZxNGRD1PURRYiS5YVhR6teCDZW5hLdEEh8XCfSjj4dH7CC%2FQd6sGN7JgvXu8%2BgVGclTWAB%2Bxx0Pz9gDInPCtMDu4qzPlCOKR8j8HKKL49ZOiuGpIuarAdK0vOtKzYgixg%3D%3D%7Ctkp%3ABk9SR9iB2eS-Zw,REJECT,Hard reject term: lamps
Realistic STA-82,Realistic,receiver,Realistic STA-82 Solid State AM/FM Stereo Receiver - Model 31-2056 Tested Works!,50.0,2026-03-21T00:00:00.000Z,,https://www.ebay.com/itm/297949809490?_skw=Realistic+STA-82&itmmeta=01KQV2KYQYM79B1FBA0W09Q6P0&hash=item455f314b52:g:mtwAAeSwVphon8Mh&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCV6zoYD7okFXM7G3AKPVUwoMoDjZvbcclh1fPLhVuUo8BreffEjqbH9ToDhI4lImeUDs1FAGg2KTf0HoKHoHmW8NrXVsnnnt9qrDMwf20c6ulA9JAtwWliayOWL6qbc36MlgIs6EfBVlOydRk7LaHnqJDh20A%2BfJLaVHHv9VshE39TpdlYY39tl3tkzWhLIgVqMDp5bMrS7QJiiRs7wmpPa0i8So2bi0%2FAWgp0%2BGTJ%2BL1qVWPzFvg4on7H%2Fx6x4pA%3D%7Ctkp%3ABk9SR6bsz-K-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Realistic STA-82,Realistic,receiver,REALISTIC STA-82 STA-84 STA-90 STA-225 replacement LED lamps bulbs lights kit,26.5,2026-04-18T00:00:00.000Z,,https://www.ebay.com/itm/166513771267?_skw=Realistic+STA-82&itmmeta=01KQV2KYQYZA3T8VE6D5C3PWA2&hash=item26c4fe8303:g:wn4AAeSwWZRphjoE&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCPIi6JZvuYZm69BxxQme3ca88p9wtzF4XfJq4SCUbg8RZ%2FttgEk%2FmskvHihKv1dPaG2KsSuT43FeecF2BkqrOhVVD8XbISRWTTzk5BWdq5EDsMLLC1T1fpyTppil%2BTEKN8xfNHTUIe9YFG6No%2BubMP9eLaqylMvVQOEx9lc%2B6eXwePyKiUzUppTelBT49CV%2Bf643s9T2jEtrplEegg7A9H4gPciXwMfxXAIBq3iDFieA7O0qNg7OvXRN88gKmFOq4%3D%7Ctkp%3ABk9SR6bsz-K-Zw,REJECT,Hard reject term: led
Realistic STA-82,Realistic,receiver,REALISTIC STA-82 STA-84 STA-90 STA-225 replacement LED lamps bulbs lights kit,26.5,2026-04-18T00:00:00.000Z,,https://www.ebay.com/itm/166513771267?_skw=Realistic+STA-82&itmmeta=01KQV4P82VDQ3NR6XTEP9HEB14&hash=item26c4fe8303:g:wn4AAeSwWZRphjoE&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCPIi6JZvuYZm69BxxQme3ca88p9wtzF4XfJq4SCUbg8XhjkOeTsC7%2FPE3SlMqX3ci3eJyY%2BFaWVvEwGQDQjH5BFHu6e8BZiaiXu4qwPOZ6PNcsnhXTjkYOIzCyVNF5eZvAg3UzkOGkoBMFNRgO8CJ8VXiXPZL%2Fzu4Xke44zLAcJ2qe0PcQB0hSL3qKSW8TV4v9NdE2SWJpfHHNkN6FN%2FdrFD9kajDmOYzvC8eWhuPUWmgG%2B9eMuiNs0d1mQ4U4I4g%3D%7Ctkp%3ABk9SR9iB2eS-Zw,REJECT,Hard reject term: led
Realistic STA-82,Realistic,receiver,Vintage 1970s ('75) Realistic (Radioshack) STA-82 AM/FM Stereo Receiver -parts,70.0,2026-02-25T00:00:00.000Z,,https://www.ebay.com/itm/317238714374?_skw=Realistic+STA-82&itmmeta=01KQV2KYQYVMY8NVZYG603KZZY&hash=item49dce6a006:g:Ga0AAeSwysRouJNj&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBPpFnr7QM2CuyNvRrFfXYIM0D9q%2FE2NQCA51s57GT1qTaMhTPVAm%2FJJjMdVcy51OrGS0Hca26QPfWNaWst%2BpwRSex2oZUHLfjFqHIzjEzGZAxlHRf%2FC4NFwGLv1HDQB9JBoL3Dpkuxx3KANQhCqQjh02%2FgHC%2FAI5IGE%2F3Kwj2Aa%2FvvRIEvgMtfyRXx4k0waHA5kaCQPR8m%2BZdyA9qlPQq4DuxkqnBnRVkw6k%2FZGzGdPf4rspJaDkNttw6G0%2B%2FiU2E%3D%7Ctkp%3ABk9SR6bsz-K-Zw,REJECT,Hard reject term: parts
Realistic STA-82,Realistic,receiver,Vintage Realistic STA-82 Stereo Receiver,107.99,2026-02-09T00:00:00.000Z,,https://www.ebay.com/itm/187960518029?_skw=Realistic+STA-82&itmmeta=01KQV2KYQYH3X1VXNFG9SJK2GJ&hash=item2bc351e58d:g:5fQAAeSw3xRpaRBb&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xASmlhx1OkasHOxmOct1R2SNmMa0LJ6Zbnx16JZgQqkEYdMw4%2BilQ01oikJnBGhTI%2Bo01uVcAbnynJXMg87801%2FGndpXTVOdC%2FscE1E3dnimkx%2B6SPzwotOOAMpDSBFMIWivN6LhYDTxmRuPD3EuAKmfLa%2FtLMCDfg8N%2FvulfUqZwabUqiqi%2BC6LN5xYU%2BCfz1lxUrvIEEnlnIv8iOqoLYWVKBp5zvXtwbrWnZ7MFBnxP%2FSLlJ0sk839MARC1AkXkE%3D%7Ctkp%3ABk9SR6bsz-K-Zw,FULL_UNIT,"Exact model, no hard reject terms, above price floor"
Yamaha CR-400,Yamaha,receiver,Light Bulb Replacement Kit for Yamaha CR-400 CR-450 CR-600 CR-620 CR-800 Lamps,10.0,2026-05-01T00:00:00.000Z,,https://www.ebay.com/itm/114619940015?_skw=Yamaha+CR-620&itmmeta=01KQV2B8N8X6B02CE016HT7479&hash=item1aafe17caf:g:~-0AAOSw41Jm8y05&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAlADXOTIY%2B9UW6DvGnCbw9SGw3zV%2FyMjk0gvzqEzucdt4zfciLLVT9NEo8I%2FW5Sh3mjwoPiJ9mf%2Bw02neJHRVeQ8e7TOZY3Jy7dv86am8jUvwO2%2B1nS87z4wqA%2FWQUCYE1L3vAnn35Ltgnx1FDIXRepEYPATO8VjzZ1pbSVqmQxDd9%2FQD%2BlDr4aXgsKcWXclOrwVF6tKqXUC4UwTp4oX3vdUvtiCSyvEuwMmmM%2FqtQ%2FX%2FofCxQljHENGWbNcmCs3PevLGFFMUXLz%2BBSY414DwIw7vQJFdWNHbhBhHeJ%2BNqTA%3D%3D%7Ctkp%3ABk9SR_aKreK-Zw,REJECT,Hard reject term: lamps
Yamaha CR-400,Yamaha,receiver,NEW 5 Replacement Incandescent Bulbs Yamaha CR-400 CR-450 CR-600 CR-620 CR-800,11.5,2026-05-01T00:00:00.000Z,,https://www.ebay.com/itm/225359795614?_skw=Yamaha+CR-620&itmmeta=01KQV2B8N8SV41F97F5634V3D1&hash=item34787d959e:g:GO4AAOSwBHpn8Kj9&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCKExKmSdoPK6u%2BH%2B9fz0NHmKQHEcFXlRXfx%2BbgwXQ6N1H6An2DSi6Htn9%2BS9HvHSYtw5c3hB5UyRb8tgcT%2FHLIil3sBDRlHct59hLeoAFeKd6VTa1f%2BMQsHhFes8Wq6E1TivoaNzsv3GsgvLiLh4%2F5TWGWJQYMtl7JXRoUpTK81fdz1X9BX%2FLAaUE4qGuzLeJ1%2BARe8gaXadQ5Pgy9dicBS874VfmVMhFxrlj5bjqmVuSh5cP5XPydkex8kKpczUn08aWj5S0GZoQ83xBiAK1Yh25pY33Y4IDBvRQF01ETnA%3D%3D%7Ctkp%3ABk9SR_aKreK-Zw,REJECT,Hard reject term: bulbs
